file,account,line_ref,sha256,gl_ex_gst,invoice_incl_gst
NA73544_Evidence/NA73544_L20_BlueCard_Barter_58974030233.png,73544,58974030233,397a1b5356e48d71b4b4c238985a5222db8cab3c9796c9fe95d09a6bc270fb4b,95.18,104.70 (Div 81 exempt) - A Barter 29-Nov-2025; GSTE-26
NA73544_Evidence/NA73544_L20b_Barter_ING_PaymentIdentity.png,73544,58974030233,5e069ad0d1ce9a102a77ec119b3525fa00f21a13447507a1c129f6424d451975,,ING statement (identity); full BSB+account - restrict to folder
NA73544_Evidence/NA73544_L21_GJ079650_DocReconstruction.xlsx,73544,GJ079650,6520321954904e26a4afd377154250abc0d398a08939ceb87397cad24da37970,949.64,n/a (internal) - doc 202606031092133000000001; TechOne Document File 1236496
NA73544_Evidence/NA73544_L21b_Chargeback_List_Mar-May-2026.xlsx,73544,GJ079650,57fbae0abd2e1a1ba11abb0fd88215f77dd0d0a6e682a7439f73df6ccf99ee70,,Corporate L&D chargeback list Mar-May 2026 (approved source)
NA73544_Evidence/NA73544_L21c_Chargeback_Approval_Email_2-Jun-2026.msg,73544,GJ079650,0443d4b1b66faa065e08723a772c4bf66e8daa324220f831b2ca164e13ec5c32,,Approval chain: Kaur approve / Panchal submit / Yang post instruction
NA73544_Evidence/NA73544_L21d_Chargeback_Confirmation_Email_2-Jun-2026.msg,73544,GJ079650,6041fb8abc4f28c1ab3164506391675cc7005120ac29f3767ed6a8431c8b432c,,One-person-per-line / column H posting confirmation
GAP,73544,OIR TE004236 source receipt,,96.35 net,NARROWED 10-Jun: TechOne posting evidenced (L19/L19b); the OIR licence receipt naming the licensee remains unsighted
GAP,73544,Healthy Land & Water tax invoice (BAL),,1767.00,NARROWED 10-Jun: supplier dossier sighted (ABR + ASIC L14b-L14f); the compliant tax invoice itself remains unsighted - tax limb AMBER
GAP,73544,Internal journal backups x7,,~11100,GJ079650 $949.64 CLOSED 10-Jun (L21 set); GJ076597 IJ074222 GJ078710 GJ078895 GJ077155 GJ079267 GJ078296 remain unsighted (GJ076597 = Pryor $214.00 + Hambly $294.42 held lines)
GAP,73544,ACCA INV-11404 TechOne attachment,,,Pointer only: Document File 1234727 exists in TechOne; the invoice itself SIGHTED 10-Jun at L10 - the 11-Jun recode file's GAP note is stale
NA73544_Evidence/NA73544_L22_GJ076597_DocLineTable.xlsx,73544,"GJ076597 backup (Doc File 1176525), 17 lines nets $0.00; Pryor $214.00, Hambly $294.42",ff81a20d9e10a88d1a3fc90cda2838887db4acd3fd23e2005d1a32a48bb7fc2e,508.42 (Parks legs),n/a
NA73544_Evidence/NA73544_L22b_GJ076597_LD_NonAttendance_Email.msg,73544,"L&D non-attendance charge email chain (Yang/Horacek, 3-Oct-2025)",87adccbc5acafc539c1a897f0b29fae84c1a44880be8d1d03254734fc97909fd,n/a,n/a
NA73544_Evidence/NA73544_L19c_OIR_SourceReceipt_Hoyle_96.35.pdf,73544,"TE004236 source receipt 5477 9425 994, licensee Renee Hoyle, cover slip PK000383",6ff4fafdcb59f8fcd7d244261cd3e64b0ea8d6a2c8199cde32169aadba482c10,87.59,"96.35 (Div 81 exempt, gross)"
NA73544_Evidence/NA73544_L19d_PCard_Audit_Hood_8-Aug-2025.msg,73544,Corporate Procurement PCard audit email corroborating GSTE-27,de6d3fc3982ac9f6a6d91507bc32d0b47cfcddb6d1f8cf58ce56a36290df1b13,n/a,n/a
